"ID","Recency (months)","Frequency (times)","Monetary (cc)","Time (months)","Churn (0/1)","R-Score","F-Score","M-Score","RFM-Score","P[B]","RFM Resp Prob"
299,14,2,500,14,0,2,2,2,6,0,0.0476190476190476
300,14,2,500,14,0,2,2,2,6,0,0.0476190476190476
301,14,2,500,14,0,2,2,2,6,0.111111111111111,0.0476190476190476
302,14,2,500,14,0,2,2,2,6,0.111111111111111,0.0476190476190476
303,14,2,500,14,0,2,2,2,6,0.111111111111111,0.0476190476190476
326,14,2,500,16,0,2,2,2,6,0.111111111111111,0.0476190476190476
366,14,2,500,21,1,2,2,2,6,0.111111111111111,0.0476190476190476
435,14,2,500,35,0,2,2,2,6,0.111111111111111,0.0476190476190476
249,11,2,500,11,0,2,2,2,6,0.111111111111111,0.0476190476190476
250,11,2,500,11,0,2,2,2,6,0.111111111111111,0.0476190476190476
251,11,2,500,11,0,2,2,2,6,0.111111111111111,0.0476190476190476
286,11,2,500,14,0,2,2,2,6,0,0.0476190476190476
312,11,2,500,16,0,2,2,2,6,0,0.0476190476190476
317,11,2,500,17,0,2,2,2,6,0,0.0476190476190476
352,11,2,500,21,0,2,2,2,6,0,0.0476190476190476
354,11,2,500,21,0,2,2,2,6,0,0.0476190476190476
362,11,2,500,24,0,2,2,2,6,0,0.0476190476190476
369,11,2,500,26,0,2,2,2,6,0,0.0476190476190476
443,11,2,500,52,0,2,2,2,6,0,0.0476190476190476
470,11,2,500,70,0,2,2,2,6,0,0.0476190476190476
427,23,2,500,23,0,1,2,2,5,0,0.16260162601626
447,23,2,500,26,0,1,2,2,5,0.111111111111111,0.16260162601626
448,23,2,500,26,0,1,2,2,5,0.111111111111111,0.16260162601626
453,23,2,500,28,0,1,2,2,5,0.111111111111111,0.16260162601626
495,23,2,500,87,0,1,2,2,5,0.111111111111111,0.16260162601626
397,21,2,500,21,1,1,2,2,5,0.111111111111111,0.16260162601626
421,21,2,500,23,0,1,2,2,5,0.111111111111111,0.16260162601626
423,21,2,500,23,0,1,2,2,5,0.111111111111111,0.16260162601626
424,21,2,500,23,0,1,2,2,5,0.111111111111111,0.16260162601626
437,21,2,500,25,0,1,2,2,5,0.111111111111111,0.16260162601626
475,21,2,500,35,0,1,2,2,5,0,0.16260162601626
489,21,2,500,41,0,1,2,2,5,0,0.16260162601626
401,18,2,500,23,0,1,2,2,5,0,0.16260162601626
335,16,2,500,16,0,1,2,2,5,0,0.16260162601626
420,16,2,500,26,0,1,2,2,5,0,0.16260162601626
422,16,2,500,27,0,1,2,2,5,0,0.16260162601626
491,16,2,500,70,0,1,2,2,5,0,0.16260162601626
314,9,1,250,9,0,3,1,1,5,0,0.16260162601626
315,9,1,250,9,0,3,1,1,5,0,0.16260162601626
211,4,1,250,4,0,3,1,1,5,0,0.16260162601626
212,4,1,250,4,0,3,1,1,5,0.111111111111111,0.16260162601626
213,4,1,250,4,0,3,1,1,5,0.111111111111111,0.16260162601626
214,4,1,250,4,0,3,1,1,5,0.111111111111111,0.16260162601626
215,4,1,250,4,0,3,1,1,5,0.111111111111111,0.16260162601626
216,4,1,250,4,1,3,1,1,5,0.111111111111111,0.16260162601626
217,4,1,250,4,0,3,1,1,5,0.111111111111111,0.16260162601626
218,4,1,250,4,0,3,1,1,5,0.222222222222222,0.16260162601626
219,4,1,250,4,0,3,1,1,5,0.333333333333333,0.16260162601626
220,4,1,250,4,0,3,1,1,5,0.333333333333333,0.16260162601626
221,4,1,250,4,0,3,1,1,5,0.333333333333333,0.16260162601626
222,4,1,250,4,1,3,1,1,5,0.444444444444444,0.16260162601626
223,4,1,250,4,1,3,1,1,5,0.444444444444444,0.16260162601626
224,4,1,250,4,0,3,1,1,5,0.444444444444444,0.16260162601626
225,4,1,250,4,1,3,1,1,5,0.444444444444444,0.16260162601626
226,4,1,250,4,1,3,1,1,5,0.444444444444444,0.16260162601626
227,4,1,250,4,0,3,1,1,5,0.444444444444444,0.16260162601626
229,4,1,250,4,0,3,1,1,5,0.333333333333333,0.16260162601626
230,4,1,250,4,0,3,1,1,5,0.333333333333333,0.16260162601626
231,4,1,250,4,0,3,1,1,5,0.222222222222222,0.16260162601626
232,4,1,250,4,1,3,1,1,5,0.111111111111111,0.16260162601626
233,4,1,250,4,0,3,1,1,5,0.111111111111111,0.16260162601626
378,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
379,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
380,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
381,14,1,250,14,0,2,1,1,4,0,0.0701754385964912
382,14,1,250,14,0,2,1,1,4,0,0.0701754385964912
383,14,1,250,14,0,2,1,1,4,0,0.0701754385964912
384,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
385,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
387,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
388,14,1,250,14,0,2,1,1,4,0.111111111111111,0.0701754385964912
339,11,1,250,11,1,2,1,1,4,0.111111111111111,0.0701754385964912
344,11,1,250,11,0,2,1,1,4,0.111111111111111,0.0701754385964912
345,11,1,250,11,0,2,1,1,4,0.111111111111111,0.0701754385964912
346,11,1,250,11,0,2,1,1,4,0.111111111111111,0.0701754385964912
347,11,1,250,11,0,2,1,1,4,0.111111111111111,0.0701754385964912
348,11,1,250,11,0,2,1,1,4,0,0.0701754385964912
349,11,1,250,11,0,2,1,1,4,0,0.0701754385964912
350,11,1,250,11,0,2,1,1,4,0,0.0701754385964912
351,11,1,250,11,0,2,1,1,4,0,0.0701754385964912
500,74,1,250,74,0,1,1,1,3,0,0.0540540540540541
499,40,1,250,40,0,1,1,1,3,0,0.0540540540540541
497,38,1,250,38,0,1,1,1,3,0,0.0540540540540541
498,38,1,250,38,0,1,1,1,3,0,0.0540540540540541
478,23,1,250,23,0,1,1,1,3,0,0.0540540540540541
479,23,1,250,23,0,1,1,1,3,0,0.0540540540540541
480,23,1,250,23,0,1,1,1,3,0,0.0540540540540541
481,23,1,250,23,0,1,1,1,3,0,0.0540540540540541
482,23,1,250,23,0,1,1,1,3,0.111111111111111,0.0540540540540541
483,23,1,250,23,0,1,1,1,3,0.111111111111111,0.0540540540540541
484,23,1,250,23,0,1,1,1,3,0.111111111111111,0.0540540540540541
485,23,1,250,23,0,1,1,1,3,0.111111111111111,0.0540540540540541
469,22,1,250,22,1,1,1,1,3,0.111111111111111,0.0540540540540541
454,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
455,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
456,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
457,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
458,21,1,250,21,0,1,1,1,3,0,0.0540540540540541
459,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
460,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
461,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
462,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
463,21,1,250,21,1,1,1,1,3,0.111111111111111,0.0540540540540541
464,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
465,21,1,250,21,0,1,1,1,3,0.111111111111111,0.0540540540540541
407,16,1,250,16,0,1,1,1,3,0.111111111111111,0.0540540540540541
408,16,1,250,16,0,1,1,1,3,0.111111111111111,0.0540540540540541
409,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
410,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
411,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
412,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
413,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
415,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
416,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
417,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
418,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
419,16,1,250,16,0,1,1,1,3,0,0.0540540540540541
